# Gaps of the 'core' block that are no longer gaps, keyed to the same
# revision as the verdicts.
# 'killed' means a mutation taken from this sweep's output now fails a test.
# 'equivalent' means the mutation is real and the program is the same either way.
# 'superseded' means the line the verdict belongs to was replaced by a fix.
# file	line	operator	state	round	why
DNS/DNSPacket.cs	372	logical-or-to-and	killed	question	
DNS/DNSServiceName.cs	181	false-to-true	equivalent		the first argument of UTF8Encoding is encoderShouldEmitUTF8Identifier, which decides what GetPreamble() returns and nothing else. This encoding is only ever asked for GetByteCount and GetBytes, and neither of them emits a preamble, so both readings count and write the same octets. The second argument is the one that matters here, and a label holding an unpaired surrogate now pins it
DNS/DNSZoneFile.cs	259	false-to-true	equivalent		the initial value of ownerOmitted. Every line that is not skipped passes through the branch that assigns it, and both yields are downstream of that branch, so nothing ever reads the initializer
DNS/DNSInfo.cs	323	equality-to-inequality	killed	dnsinfo	
DNS/DNSNamePattern.cs	259	false-to-true	killed	pattern	
DNS/DNSQuestion.cs	227	logical-and-to-or	killed	question	
DNS/DNSZoneFile.cs	270	equality-to-inequality	equivalent		depth == 0 && joined.Length == 0 && line.Trim().Length == 0, the early continue for a blank line - in two of its three readings. The line below it, if (complete.Length > 0) yield return ..., already refuses to emit an empty record, so the continue is a shortcut and not a guard: a blank line that falls past it is appended, produces an empty complete, and is dropped there instead. The only state it skips setting is ownerOmitted and startedAt, and the next line that actually starts a record sets both again, because joined is empty by then. The third reading, which skips NON-blank lines, is the one that fails a test
DNS/Helpers/DNSTools.cs	243	greater-to-ge	killed	dnstools	
DNS/DNSInfo.cs	326	inequality-to-equality	killed	dnsinfo	
DNS/DNSNamePattern.cs	268	false-to-true	killed	pattern	
DNS/DNSQuestion.cs	229	logical-and-to-or	killed	question	
DNS/DNSServiceInstanceName.cs	194	equality-to-inequality	killed	instancename	
DNS/DNSNamePattern.cs	279	true-to-false	killed	pattern	
DNS/DNSQuestion.cs	230	logical-and-to-or	killed	question	
DNS/DNSServiceInstanceName.cs	197	false-to-true	killed	instancename	
DNS/DNSServiceName.cs	194	false-to-true	killed	names	
DNS/DNSZoneFile.cs	275	greater-to-ge	equivalent		line.Length > 0 before looking at line[0]. A line that is empty after the comment is stripped is skipped several lines earlier unless the parenthesis depth is non-zero, and depth is non-zero only when the builder already holds something — which is the other branch. The guard is real and the case it guards cannot arrive
DNS/DomainName.cs	378	false-to-true	killed	names	
DNS/DNSNamePattern.cs	329	false-to-true	killed	pattern	
DNS/DNSServiceInstanceName.cs	200	logical-or-to-and	killed	instancename	
DNS/DNSServiceName.cs	215	ge-to-greater	killed	names	
DNS/DNSZoneFile.cs	289	greater-to-ge	equivalent		complete.Length > 0 before yielding a joined line. Reaching it means at least one non-empty append, so the condition is true either way
DNS/Helpers/DNSTools.cs	314	less-to-less-or-equal	killed	dnstools	
DNS/DNSNamePattern.cs	341	inequality-to-equality	killed	pattern	
DNS/DNSServiceInstanceName.cs	200	equality-to-inequality	killed	instancename	
DNS/DNSServiceName.cs	218	false-to-true	killed	names	
DNS/DNSZoneFile.cs	294	greater-to-ge	equivalent		joined.Length > 0 for the group a missing ')' left open. When the builder is empty the mutant yields one more logical line, which is the empty string; the caller splits it into no tokens and moves on. No record, no error, no difference
DNS/Helpers/DNSTools.cs	347	equality-to-inequality	killed	dnstools	
DNS/DNSNamePattern.cs	342	false-to-true	killed	pattern	
DNS/DNSServiceInstanceName.cs	200	le-to-less	killed	instancename	
DNS/DNSServiceName.cs	230	false-to-true	killed	names	
DNS/DNSZoneFile.cs	321	false-to-true	killed	zonefile	
DNS/Helpers/DNSTools.cs	351	inequality-to-equality	killed	dnstools	
DNS/DNSNamePattern.cs	347	false-to-true	equivalent		the left-most label of a parsed host name cannot be empty — DomainName refuses an empty label before Matches is ever reached — so this guard has nothing to guard against. The comment above it says as much: "the check costs nothing and this is the wrong place to find out"
DNS/DNSServiceInstanceName.cs	203	false-to-true	killed	instancename	
DNS/DNSServiceName.cs	245	false-to-true	killed	names	
DNS/DNSZoneFile.cs	328	true-to-false	killed	zonefile	
DNS/DomainName.cs	414	false-to-true	killed	names	
DNS/Helpers/DNSTools.cs	368	less-to-less-or-equal	killed	dnstools	
DNS/DNSNamePattern.cs	349	less-to-less-or-equal	killed	pattern	
DNS/DNSServiceInstanceName.cs	213	false-to-true	equivalent		the refusal for a label String.Normalize cannot compose. It is unreachable: every path into TryNormalizeLabels runs DNSServiceName.TryParse or .Parse first, whose TryValidateLabels counts the label's octets with a UTF8Encoding built to throw on invalid ones — and the strings the two reject are the same strings, the unpaired surrogates. The protected labels constructor would reach it, and nothing derives from this type. The guard is right to be there and no test can make it fire
DNS/DomainName.cs	420	greater-to-ge	superseded		the length check the sweep measured counted characters and was one too loose; finding 57 replaced it with one that counts the wire form of RFC 1035 §3.1. The rule did not go away with the line — it was re-measured where the fix put it (line 431, greater-to-ge) and killed there by two tests
DNS/DNSNamePattern.cs	355	false-to-true	killed	pattern	
DNS/DNSServiceName.cs	271	false-to-true	killed	names	
DNS/DomainName.cs	423	false-to-true	killed	names	
DNS/Helpers/DNSTools.cs	389	logical-or-to-and	killed	dnstools	
DNS/DNSNamePattern.cs	359	true-to-false	killed	pattern	
DNS/DNSServiceName.cs	283	false-to-true	killed	names	
DNS/DomainName.cs	462	false-to-true	equivalent		the label-length refusal cannot be reached. Every label is matched by DomainNameRegExpr first, whose label is [A-Za-z0-9] followed by at most [A-Za-z0-9-]{0,61} and a closing [A-Za-z0-9] — 63 characters at the outside — so a label of 64 is refused as a format error several lines earlier. RFC 1035 §2.3.4's rule is enforced; this is the second guard on it
DNS/Helpers/DNSTools.cs	414	greater-to-ge	killed	dnstools	
DNS/DNSNamePattern.cs	378	logical-and-to-or	killed	pattern	
DNS/DomainName.cs	465	logical-or-to-and	equivalent		the hyphen check cannot be reached either, and for the same reason: the regex requires a letter or digit at both ends of every label, so no label arriving here starts or ends with one. Whether the condition is || or && makes no difference to a condition that is never true
DNS/Helpers/DNSTools.cs	422	logical-and-to-or	killed	dnstools	
DNS/DNSNamePattern.cs	422	less-to-less-or-equal	killed	pattern	
DNS/DomainName.cs	468	false-to-true	equivalent		the refusal belonging to that unreachable hyphen check
DNS/DNSNamePattern.cs	430	le-to-less	killed	pattern	
DNS/DomainName.cs	500	false-to-true	killed	names	
DNS/Helpers/DNSTools.cs	469	false-to-true	equivalent		ConfigureAwait(false) on the two-octet length prefix of a TCP or TLS message. It chooses which context the continuation resumes on, and a test host has no synchronization context for the two readings to differ about. It is a rule about library code, not a rule about DNS
DNS/DNSNamePattern.cs	438	greater-to-ge	killed	pattern	
DNS/DNSServiceName.cs	311	ge-to-greater	killed	names	
DNS/DNSInfo.cs	433	false-to-true	killed	dnsinfo	
DNS/DNSNamePattern.cs	446	ge-to-greater	killed	pattern	
DNS/DNSServiceInstanceName.cs	342	less-to-less-or-equal	killed	instancename	
DNS/DNSServiceName.cs	345	le-to-less	killed	names	
DNS/DomainName.cs	561	logical-and-to-or	killed	names	
DNS/Helpers/DNSTools.cs	550	greater-to-ge	killed	dnstools	
DNS/DNSInfo.cs	524	false-to-true	killed	dnsinfo	
DNS/DomainName.cs	561	le-to-less	killed	names	
DNS/DNSInfo.cs	525	false-to-true	killed	dnsinfo	
DNS/DNSServiceInstanceName.cs	357	le-to-less	killed	instancename	
DNS/DNSInfo.cs	526	false-to-true	killed	dnsinfo	
DNS/DNSNamePattern.cs	503	logical-and-to-or	killed	pattern	
DNS/DNSServiceName.cs	397	logical-or-to-and	equivalent		Labels.Count == 0 || Labels.All(label => label.Length == 0) — the two readings can only differ for a name that has labels and whose labels are all empty, because All is vacuously true over none. No such DNSServiceName can be built: TryParseLabels answers '.' with an empty list and refuses an empty label anywhere else, and TryValidateLabels refuses one on the FromLabels path too. DomainName reaches that state and its copy of the line was killed by the sweep; this one cannot
DNS/DNSInfo.cs	527	false-to-true	killed	dnsinfo	
DNS/DNSServiceInstanceName.cs	372	greater-to-ge	killed	instancename	
DNS/DNSInfo.cs	532	false-to-true	killed	dnsinfo	
DNS/DNSServiceName.cs	426	logical-and-to-or	killed	names	
DNS/DNSServiceInstanceName.cs	387	ge-to-greater	killed	instancename	
DNS/DNSServiceName.cs	426	le-to-less	killed	names	
DNS/DNSInfo.cs	543	false-to-true	killed	dnsinfo	
DNS/DomainName.cs	650	less-to-less-or-equal	killed	names	
DNS/DNSInfo.cs	544	false-to-true	killed	dnsinfo	
DNS/DNSInfo.cs	545	false-to-true	killed	dnsinfo	
DNS/DNSServiceInstanceName.cs	455	logical-and-to-or	killed	instancename	
DNS/DomainName.cs	665	le-to-less	killed	names	
DNS/DNSInfo.cs	546	false-to-true	killed	dnsinfo	
DNS/DomainName.cs	680	greater-to-ge	killed	names	
DNS/DNSInfo.cs	552	false-to-true	killed	dnsinfo	
DNS/DNSServiceName.cs	516	less-to-less-or-equal	killed	names	
DNS/DNSInfo.cs	568	false-to-true	killed	dnsinfo	
DNS/DomainName.cs	695	ge-to-greater	killed	names	
DNS/DNSInfo.cs	569	false-to-true	killed	dnsinfo	
DNS/DNSServiceName.cs	531	le-to-less	killed	names	
DNS/DNSInfo.cs	570	false-to-true	killed	dnsinfo	
DNS/DNSInfo.cs	571	false-to-true	killed	dnsinfo	
DNS/DNSServiceName.cs	546	greater-to-ge	killed	names	
DNS/DNSInfo.cs	577	false-to-true	killed	dnsinfo	
DNS/DNSServiceName.cs	561	ge-to-greater	killed	names	
