# Gaps that are no longer gaps, keyed to the same revision as the verdicts.
# 'killed' means a mutation taken from this sweep's output now fails a test.
# 'equivalent' means the mutation is real and the program is the same either way.
# file	line	operator	state	round	why
DNS/ResourceRecords/SSHFP.cs	172	logical-and-to-or	killed	branch	
DNS/ResourceRecords/SSHFP.cs	172	equality-to-inequality	killed	branch	
DNS/ResourceRecords/SSHFP.cs	172	inequality-to-equality	killed	branch	
DNS/ResourceRecords/SVCB.cs	368	less-to-less-or-equal	killed	bounds	
DNS/ResourceRecords/SVCB.cs	376	greater-to-ge	killed	bounds	
DNS/ResourceRecords/SVCB.cs	434	logical-or-to-and	killed	branch	
DNS/ResourceRecords/SVCB.cs	434	equality-to-inequality	killed	branch	
DNS/ResourceRecords/SVCB.cs	434	inequality-to-equality	killed	branch	
DNS/ResourceRecords/SVCB.cs	437	logical-and-to-or	killed	branch	
DNS/ResourceRecords/SVCB.cs	437	equality-to-inequality	killed	branch	
DNS/ResourceRecords/TXT.cs	338	logical-or-to-and	killed	txt	
DNS/ResourceRecords/TXT.cs	338	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	338	less-to-less-or-equal	killed	txt	
DNS/ResourceRecords/TXT.cs	338	greater-to-ge	killed	txt	
DNS/ResourceRecords/TXT.cs	392	logical-and-to-or	killed	txt	
DNS/ResourceRecords/TXT.cs	392	greater-to-ge	killed	txt	
DNS/ResourceRecords/TXT.cs	452	greater-to-ge	equivalent		only an empty text leaves the builder empty, and ValidateStrings turns [] into [""] anyway
DNS/ResourceRecords/TXT.cs	478	greater-to-ge	killed	txt	
DNS/ResourceRecords/TXT.cs	503	logical-or-to-and	killed	txt	
DNS/ResourceRecords/TXT.cs	503	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	508	less-to-less-or-equal	equivalent		equals is 0 only when the text starts with '=', which ParseKeyValues skipped four lines earlier
DNS/ResourceRecords/TXT.cs	509	less-to-less-or-equal	equivalent		the same: position zero is unreachable here
DNS/ResourceRecords/TXT.cs	534	logical-or-to-and	killed	txt	
DNS/ResourceRecords/TXT.cs	534	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	534	inequality-to-equality	killed	txt	
DNS/ResourceRecords/TXT.cs	535	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	539	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	540	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	551	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	554	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	555	true-to-false	killed	txt	
DNS/ResourceRecords/TXT.cs	557	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	561	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	569	equality-to-inequality	killed	txt	
DNS/ResourceRecords/TXT.cs	570	true-to-false	killed	txt	
DNS/ResourceRecords/TXT.cs	573	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	578	false-to-true	killed	txt	
DNS/ResourceRecords/TXT.cs	581	true-to-false	killed	txt	
DNS/ResourceRecords/OTP/EDNSExtendedDNSError.cs	265	less-to-less-or-equal	killed	bounds	
DNS/ResourceRecords/OTP/EDNSExtendedDNSError.cs	270	greater-to-ge	killed	bounds	
DNS/ResourceRecords/SRV/DNSSRVEndpoint.cs	162	less-to-less-or-equal	killed	bounds	
DNS/ResourceRecords/SRV/SRVSpec.cs	302	less-to-less-or-equal	killed	bounds	
DNS/ResourceRecords/SRV/SRVSpec.cs	317	le-to-less	killed	bounds	
DNS/ResourceRecords/SRV/SRVSpec.cs	332	greater-to-ge	killed	bounds	
DNS/ResourceRecords/SRV/SRVSpec.cs	347	ge-to-greater	killed	bounds	
DNS/ResourceRecords/SRV/DNSSRVEndpoint.cs	177	le-to-less	killed	bounds	
DNS/ResourceRecords/SRV/DNSSRVEndpoint.cs	192	greater-to-ge	killed	bounds	
DNS/ResourceRecords/SRV/DNSSRVEndpoint.cs	207	ge-to-greater	killed	bounds	
